2024-06-25 16:43:00,OFF
2024-06-25 16:55:03,ON
2024-06-25 17:01:02,OFF
2024-06-25 17:06:01,ON
2024-06-25 17:12:04,OFF
2024-06-25 17:17:03,ON
2024-06-25 17:23:01,OFF
2024-06-25 17:35:04,ON
2024-06-25 17:41:03,OFF
2024-06-25 17:46:01,ON
2024-06-25 17:52:00,OFF
2024-06-25 17:57:03,ON
2024-06-25 18:03:02,OFF
2024-06-25 18:15:04,ON
2024-06-25 18:21:03,OFF
2024-06-25 18:26:02,ON
2024-06-25 18:32:00,OFF
2024-06-25 18:37:04,ON
2024-06-25 18:43:02,OFF
2024-06-25 19:05:00,ON
2024-06-25 19:11:03,OFF
2024-06-25 19:16:02,ON
2024-06-25 19:22:00,OFF
2024-06-25 19:27:04,ON
2024-06-25 19:33:03,OFF
2024-07-01 11:45:01,ON
2024-07-01 11:51:00,OFF
2024-07-01 11:56:02,ON
2024-07-01 12:10:04,ON
2024-07-01 12:16:03,OFF
2024-07-01 12:21:01,ON
2024-07-01 12:27:00,OFF
2024-07-01 12:32:04,ON
2024-07-01 12:38:02,OFF
2024-07-01 13:00:02,ON
2024-07-01 13:06:01,OFF
2024-07-01 13:11:04,ON
2024-07-01 13:17:03,OFF
2024-07-01 13:35:03,ON
2024-07-01 13:41:00,OFF
2024-07-01 13:46:00,ON
2024-07-01 13:52:01,OFF
2024-07-01 13:57:01,ON
2024-07-01 14:03:01,OFF
2024-07-01 14:20:00,ON
2024-07-01 14:26:00,OFF
2024-07-01 14:29:02,ON
2024-07-01 14:35:02,OFF
2024-07-01 14:38:00,ON
2024-07-01 14:44:00,OFF
2024-07-01 14:55:01,ON
2024-07-01 15:01:02,OFF
2024-07-01 15:04:00,ON
2024-07-01 15:10:00,OFF
2024-07-01 15:13:02,ON
2024-07-01 15:19:03,OFF
2024-07-01 15:40:01,ON
2024-07-01 15:46:01,OFF
2024-07-01 15:49:03,ON
2024-07-01 15:55:03,OFF
2024-07-01 15:58:02,ON
2024-07-01 16:04:02,OFF
2024-07-01 16:15:03,ON
2024-07-01 16:21:03,OFF
2024-07-01 16:24:01,ON
2024-07-01 16:30:01,OFF
2024-07-01 16:33:03,ON
2024-07-01 16:39:03,OFF
2024-07-01 16:50:01,ON
2024-07-01 16:55:00,ON
2024-07-01 16:57:02,ON
2024-07-01 17:03:02,OFF
2024-07-01 17:06:00,ON
2024-07-01 17:12:01,OFF
2024-07-01 17:15:03,ON
2024-07-01 17:21:03,OFF
2024-07-02 10:24:01,ON
2024-07-02 10:30:01,OFF
2024-07-02 10:33:00,ON
2024-07-02 10:39:00,OFF
2024-07-02 10:42:02,ON
2024-07-02 10:48:02,OFF
2024-07-02 11:00:00,ON
2024-07-02 11:06:00,OFF
2024-07-02 11:09:02,ON
2024-07-02 11:15:02,OFF
2024-07-02 11:18:01,ON
2024-07-02 11:24:01,OFF
2024-07-02 11:45:00,ON
2024-07-02 11:51:00,OFF
2024-07-02 11:54:02,ON
2024-07-02 12:00:02,OFF
2024-07-02 12:03:00,ON
2024-07-02 12:09:00,OFF
2024-07-02 12:25:00,ON
2024-07-02 12:31:01,OFF
2024-07-02 12:34:03,ON
2024-07-02 12:40:03,OFF
2024-07-02 12:43:01,ON
2024-07-02 12:49:01,OFF
2024-07-02 13:00:02,ON
2024-07-02 13:06:02,OFF
2024-07-02 13:09:00,ON
2024-07-02 13:15:00,OFF
2024-07-02 13:18:02,ON
2024-07-02 13:24:02,OFF
2024-07-02 13:35:01,ON
2024-07-02 13:41:01,OFF
2024-07-02 13:44:03,ON
2024-07-02 13:50:03,OFF
2024-07-02 13:53:01,ON
2024-07-02 13:59:01,OFF
2024-07-02 14:10:00,ON
2024-07-02 14:16:00,OFF
2024-07-02 14:19:02,ON
2024-07-02 14:25:03,OFF
2024-07-02 14:28:01,ON
2024-07-02 14:34:01,OFF
2024-07-02 14:45:01,ON
2024-07-02 14:51:01,OFF
2024-07-02 14:54:03,ON
2024-07-02 15:00:03,OFF
2024-07-02 15:03:01,ON
2024-07-02 15:09:01,OFF
2024-07-02 15:20:00,ON
2024-07-02 15:26:00,OFF
2024-07-02 15:29:02,ON
2024-07-02 15:35:03,OFF
2024-07-02 15:38:01,ON
2024-07-02 15:44:01,OFF
2024-07-02 15:55:02,ON
2024-07-02 16:01:02,OFF
2024-07-02 16:04:01,ON
2024-07-02 16:10:01,OFF
2024-07-02 16:13:03,ON
2024-07-02 16:19:03,OFF
2024-07-02 16:30:02,ON
2024-07-02 16:36:02,OFF
2024-07-02 16:39:00,ON
2024-07-02 16:45:00,OFF
2024-07-02 16:48:02,ON
2024-07-02 16:54:02,OFF
2024-07-03 11:10:02,ON
2024-07-03 11:15:00,ON
2024-07-03 11:21:00,OFF
2024-07-03 11:24:02,ON
2024-07-03 11:30:03,OFF
2024-07-03 11:33:01,ON
2024-07-03 11:39:01,OFF
2024-07-03 11:50:00,ON
2024-07-03 11:56:01,OFF
2024-07-03 11:59:03,ON
2024-07-03 12:05:03,OFF
2024-07-03 12:08:01,ON
2024-07-03 12:14:01,OFF
2024-07-03 12:25:00,ON
2024-07-03 12:31:01,OFF
2024-07-03 12:34:03,ON
2024-07-03 12:40:03,OFF
2024-07-03 12:43:01,ON
2024-07-03 12:49:01,OFF
2024-07-03 13:00:03,ON
2024-07-03 13:06:03,OFF
2024-07-03 13:09:02,ON
2024-07-03 13:15:02,OFF
2024-07-03 13:18:00,ON
2024-07-03 13:24:00,OFF
2024-07-03 13:35:00,ON
2024-07-03 13:41:00,OFF
2024-07-03 13:44:02,ON
2024-07-03 13:50:02,OFF
2024-07-03 13:53:01,ON
2024-07-03 13:59:01,OFF
2024-07-03 14:10:03,ON
2024-07-03 14:16:03,OFF
2024-07-03 14:19:01,ON
2024-07-03 14:25:02,OFF
2024-07-03 14:28:00,ON
2024-07-03 14:34:00,OFF
2024-07-03 14:45:00,ON
2024-07-03 14:51:00,OFF
2024-07-03 14:54:02,ON
2024-07-03 15:00:03,OFF
2024-07-03 15:03:01,ON
2024-07-03 15:09:01,OFF
2024-07-03 15:20:00,ON
2024-07-03 15:26:00,OFF
2024-07-03 15:29:02,ON
2024-07-03 15:35:02,OFF
2024-07-03 15:38:00,ON
2024-07-03 15:44:00,OFF
2024-07-03 15:55:02,ON
2024-07-03 16:01:03,OFF
2024-07-03 16:04:01,ON
2024-07-03 16:10:01,OFF
2024-07-03 16:13:03,ON
2024-07-03 16:19:03,OFF
2024-07-03 16:30:00,ON
2024-07-03 16:36:00,OFF
2024-07-03 16:39:02,ON
2024-07-03 16:45:03,OFF
2024-07-03 16:48:01,ON
2024-07-03 16:54:01,OFF
2024-07-03 17:05:00,ON
2024-07-03 17:11:00,OFF
2024-07-03 17:14:02,ON
2024-07-03 17:20:03,OFF
2024-07-03 17:23:01,ON
2024-07-03 17:29:01,OFF
2024-07-03 17:45:02,ON
2024-07-03 17:51:02,OFF
2024-07-03 17:54:01,ON
2024-07-03 18:00:01,OFF
2024-07-03 18:06:01,ON
2024-07-03 18:09:03,OFF
2024-07-03 18:20:01,ON
2024-07-03 18:26:01,OFF
2024-07-03 18:29:03,ON
2024-07-03 18:35:03,OFF
2024-07-03 18:38:01,ON
2024-07-03 18:44:01,OFF
2024-07-04 08:50:00,ON
2024-07-04 08:56:00,OFF
2024-07-04 08:59:02,ON
2024-07-04 09:05:02,OFF
2024-07-04 09:08:01,ON
2024-07-04 09:14:01,OFF
2024-07-04 09:25:00,ON
2024-07-04 09:31:01,OFF
2024-07-04 09:34:00,ON
2024-07-04 09:40:00,OFF
2024-07-04 09:43:02,ON
2024-07-04 09:49:03,OFF
2024-07-04 10:00:01,ON
2024-07-04 10:06:02,OFF
2024-07-04 10:09:00,ON
2024-07-04 10:15:00,OFF
2024-07-04 10:18:02,ON
2024-07-04 10:24:02,OFF
2024-07-04 10:35:01,ON
2024-07-04 10:41:02,OFF
2024-07-04 10:55:03,ON
2024-07-04 11:00:01,ON
2024-07-04 11:06:01,OFF
2024-07-04 11:09:03,ON
2024-07-04 11:13:01,ON
2024-07-04 11:15:00,OFF
2024-07-04 11:19:01,OFF
2024-07-04 11:35:03,ON
2024-07-04 11:41:03,OFF
2024-07-04 11:44:02,ON
2024-07-04 11:50:02,OFF
2024-07-04 11:53:00,ON
2024-07-04 11:59:00,OFF
2024-07-04 12:30:02,ON
2024-07-04 12:36:02,OFF
2024-07-04 12:39:00,ON
2024-07-04 12:45:00,OFF
2024-07-04 12:48:03,ON
2024-07-04 12:54:03,OFF
2024-07-04 13:05:01,ON
2024-07-04 13:11:02,OFF
2024-07-04 13:14:00,ON
2024-07-04 13:20:00,OFF
2024-07-04 13:23:02,ON
2024-07-04 13:29:02,OFF
2024-07-04 13:40:02,ON
2024-07-04 13:46:03,OFF
2024-07-04 13:49:01,ON
2024-07-04 13:55:01,OFF
2024-07-04 13:58:03,ON
2024-07-04 14:04:00,OFF
2024-07-04 14:15:01,ON
2024-07-04 14:21:01,OFF
2024-07-04 14:24:03,ON
2024-07-04 14:30:03,OFF
2024-07-04 14:33:02,ON
2024-07-04 14:39:02,OFF
2024-07-04 15:10:03,ON
2024-07-04 15:16:03,OFF
2024-07-04 15:19:01,ON
2024-07-04 15:25:02,OFF
2024-07-04 15:28:00,ON
2024-07-04 15:34:00,OFF
2024-07-05 10:40:00,ON
2024-07-05 10:46:00,OFF
2024-07-05 10:49:02,ON
2024-07-05 10:55:02,OFF
2024-07-05 10:58:00,ON
2024-07-05 11:04:01,OFF
2024-07-05 13:30:02,ON
2024-07-05 13:36:02,OFF
2024-07-05 13:39:00,ON
2024-07-05 13:45:00,OFF
2024-07-05 13:48:03,ON
2024-07-05 13:54:03,OFF
2024-07-05 16:40:02,ON
2024-07-05 16:46:02,OFF
2024-07-05 16:49:00,ON
2024-07-05 16:55:00,OFF
2024-07-05 16:58:02,ON
2024-07-05 17:04:03,OFF
2024-07-10 11:33:00,ON
2024-07-10 11:39:00,OFF
2024-07-10 11:42:03,ON
2024-07-10 11:48:03,OFF
2024-07-10 11:51:01,ON
2024-07-10 11:57:01,OFF
2024-07-10 12:09:02,ON
2024-07-10 12:15:02,OFF
2024-07-10 12:18:00,ON
2024-07-10 12:24:00,OFF
2024-07-10 12:27:02,ON
2024-07-10 12:33:02,OFF
2024-07-10 14:18:00,ON
2024-07-10 14:24:00,OFF
2024-07-10 14:27:02,ON
2024-07-10 14:33:03,OFF
2024-07-10 14:36:01,ON
2024-07-10 14:42:01,OFF
